station,member_casual,latitude,longitude,number_of_rides
Ashland Ave & Chicago Ave,member,41.89594646207068,-87.66773598764838,4414
Western Ave & Walton St,member,41.898436165740534,-87.68659837272398,4409
Broadway & Granville Ave,member,41.9947782231543,-87.66028459657487,4394
Sheridan Rd & Lawrence Ave,member,41.96950868840484,-87.654708287225,4382
Michigan Ave & Madison St,casual,41.88208153391682,-87.62513832276737,4376
Larrabee St & Menomonee St,member,41.91466883694915,-87.64333794841502,4366
Burling St & Diversey Pkwy,casual,41.93308112459596,-87.64774750007346,4356
Damen Ave & Leland Ave,member,41.9670912550138,-87.67905677810718,4348
Mies van der Rohe Way & Chicago Ave,casual,41.89701622192724,-87.62173605015657,4343
Wells St & Institute Pl,member,41.89739675949885,-87.6344323476836,4330
Southport Ave & Wrightwood Ave,casual,41.92878876822495,-87.66389139276325,4321
Canal St & Taylor St,member,41.870219827343064,-87.63947267321983,4317
Clark St & Berwyn Ave,casual,41.97800805795704,-87.6682713247023,4283
Harper Ave & 59th St,member,41.78794284284112,-87.58830996731075,4280
Ogden Ave & Chicago Ave,casual,41.89635685038903,-87.65407426369346,4267
Clarendon Ave & Gordon Ter,casual,41.95784008114862,-87.64949339769808,4266
Michigan Ave & Ida B Wells Dr,casual,41.876230884087384,-87.62443634926474,4257
Logan Blvd & Elston Ave,member,41.929425461099626,-87.68414625984022,4256
Clark St & Randolph St,casual,41.88459238359596,-87.63179080096896,4252
Honore St & Division St,casual,41.90312279436235,-87.67387744459295,4250
Franklin St & Chicago Ave,casual,41.89677415668877,-87.63570360344623,4222
LaSalle Dr & Huron St,casual,41.894853790600095,-87.63237315651328,4216
Ellis Ave & 53rd St,member,41.79935042122241,-87.60096849262757,4213
Burnham Harbor,casual,41.85744857019724,-87.61381507463166,4208
Greenview Ave & Fullerton Ave,casual,41.925376123840664,-87.6658205530321,4205
Ritchie Ct & Banks St,casual,41.906851650713946,-87.62621417425511,4202
Milwaukee Ave & Wabansia Ave,casual,41.91262556040958,-87.68140768955689,4175
Racine Ave & Fullerton Ave,casual,41.92559657167346,-87.65846778074803,4171
Peoria St & Jackson Blvd,casual,41.87766822632239,-87.64955620896718,4144
Southport Ave & Belmont Ave,casual,41.93943873816908,-87.66377859258213,4140
Leavitt St & Armitage Ave,member,41.917801223383144,-87.6824673354875,4082
Lincoln Ave & Sunnyside Ave,member,41.962985229397354,-87.68479019279275,4082
Damen Ave & Grand Ave,member,41.89244445323767,-87.67688756600441,4077
Seeley Ave & Roscoe St,member,41.94339212627947,-87.67964853868615,4072
Sedgwick St & Huron St,casual,41.89464748986627,-87.63839116632987,4038
Dayton St & North Ave,casual,41.910589947554676,-87.64943287424703,4024
Sheffield Ave & Kingsbury St,casual,41.910569652350596,-87.65315610946215,4016
Broadway & Wilson Ave,casual,41.96520137198045,-87.65826932406117,3989
Ravenswood Ave & Irving Park Rd,member,41.95464810824517,-87.67390260580848,3989
Dearborn St & Van Buren St,member,41.87627581399043,-87.62925097494713,3972
Racine Ave & 18th St,member,41.858237118223116,-87.65646147392984,3962
Michigan Ave & 14th St,casual,41.86412486650709,-87.62372005695036,3948
Wolcott (Ravenswood) Ave & Montrose Ave,member,41.96141816631472,-87.67620490381726,3940
Lakefront Trail & Wilson Ave,member,41.96584197667517,-87.64539408267925,3919
Canal St & Monroe St,casual,41.88169483400925,-87.63949753881008,3891
Canal St & Jackson Blvd,casual,41.87728195255856,-87.63944088052767,3885
Clarendon Ave & Junior Ter,casual,41.9609966355999,-87.64956238898816,3884
Campbell Ave & North Ave,member,41.91051858287639,-87.68954797424722,3859
Western Ave & Division St,member,41.90290461405251,-87.68729836064986,3847
Sangamon St & Lake St,casual,41.88583205686525,-87.65105218512487,3844
Leavitt St & Chicago Ave,member,41.89547962245096,-87.68197639070887,3823
LaSalle St & Jackson Blvd,casual,41.8781008765757,-87.63184888282603,3811
Noble St & Milwaukee Ave,member,41.90067468013645,-87.66257412253476,3811
Clark St & Chicago Ave,casual,41.89670900801004,-87.63086251638478,3784
Stetson Ave & South Water St,casual,41.88673584449325,-87.62226454051601,3779
Damen Ave & Charleston St,member,41.920052513834925,-87.67790826413747,3768
Wells St & Walton St,casual,41.8999468801356,-87.6344388403297,3761
Racine Ave & Washington Blvd,member,41.883073561771305,-87.65700010966337,3743
Sheridan Rd & Noyes St (NU),member,42.058238046126874,-87.6774511259743,3736
Ashland Ave & Grand Ave,member,41.891071207423344,-87.66662394942442,3718
Western Ave & Winnebago Ave,casual,41.91555301282708,-87.68703659455355,3707
Lincoln Ave & Belle Plaine Ave,member,41.955951488893696,-87.68018264492561,3697
Paulina St & Montrose Ave,member,41.961510795547106,-87.6714045542221,3683
Aberdeen St & Jackson Blvd,casual,41.877745936692016,-87.6547902520994,3682
Cannon Dr & Fullerton Ave,casual,41.92673744971436,-87.63443503705113,3676
Blue Island Ave & 18th St,member,41.85751269556321,-87.66156993038281,3631
Clark St & 9th St (AMLI),member,41.87081304611755,-87.63119842371137,3624
Leavitt St & Division St,member,41.902984630473945,-87.68375844730876,3608
Ashland Ave & Lake St,member,41.885925603052165,-87.66716754909267,3604
Spaulding Ave & Armitage Ave,member,41.91710372925007,-87.71018066616114,3587
Racine Ave & Randolph St,member,41.88408748088391,-87.65689913786014,3575
Carpenter St & Huron St,casual,41.89455472825721,-87.65345839144858,3569
California Ave & Cortez St,member,41.90036688088334,-87.69666018320527,3566
Green St & Randolph St*,member,41.883749481195956,-87.6484585246996,3562
Michigan Ave & Ida B Wells Dr,member,41.87626349715292,-87.62448484254294,3551
Larrabee St & Division St,casual,41.903501208108416,-87.64333988923207,3542
Calumet Ave & 18th St,casual,41.85765738147653,-87.61944792099574,3515
Clifton Ave & Armitage Ave,casual,41.918208090757794,-87.65698759790392,3497
Aberdeen St & Randolph St,casual,41.88414511268124,-87.65427752619678,3476
State St & Van Buren St,casual,41.87717965243375,-87.62789359273042,3472
Clark St & Leland Ave,casual,41.967079176035824,-87.66741420138399,3461
Wabash Ave & Adams St,casual,41.87947961993353,-87.62572745421966,3460
Benson Ave & Church St,member,42.04822458312117,-87.68348041914453,3425
Woodlawn Ave & 55th St,casual,41.7952982525976,-87.59648313807455,3407
Clinton St & Tilden St,member,41.87587642753529,-87.64076713762647,3400
State St & Harrison St,casual,41.87403319606765,-87.6277089113853,3400
Artesian Ave & Hubbard St,member,41.889524119911506,-87.68813717153687,3390
LaSalle St & Adams St,member,41.87941279894065,-87.6319795838101,3370
Desplaines St & Randolph St,casual,41.88429423022275,-87.64444870098605,3367
Rush St & Hubbard St,casual,41.89018249417238,-87.62622111653147,3353
Museum of Science and Industry,casual,41.79173645920048,-87.58394839003282,3352
Franklin St & Monroe St,casual,41.88022770855224,-87.6354460696388,3350
Wells St & Polk St,casual,41.872756736230585,-87.63366305639487,3348
Albany Ave & Bloomingdale Ave,member,41.91401224492827,-87.70513908309624,3346
Calumet Ave & 35th St,member,41.83136124479604,-87.61802983702759,3334
Morgan Ave & 14th Pl,member,41.86240380569757,-87.65109868274227,3333
Stave St & Armitage Ave,member,41.91770381504204,-87.69140410936636,3330
Desplaines St & Jackson Blvd,casual,41.87813397891128,-87.64403976914586,3325
Elston Ave & Cortland St,casual,41.916454091172184,-87.66677500014576,3293
Damen Ave & Wellington Ave,member,41.93586892785649,-87.67842342377014,3289
Humboldt Blvd & Armitage Ave,member,41.91750885746878,-87.70179959978068,3283
900 W Harrison St,casual,41.874761266579355,-87.64981779596918,3245
Sheridan Rd & Buena Ave,casual,41.95844700536623,-87.65503343793917,3222
Halsted St & Willow St,casual,41.913855579114795,-87.64877844774476,3197
Damen Ave & Chicago Ave,casual,41.895673805434576,-87.67712478003766,3187
Glenwood Ave & Morse Ave,member,42.007964870395355,-87.6654778581205,3187
Buckingham Fountain,casual,41.87569672633051,-87.6207243290575,3183
Blackstone Ave & Hyde Park Blvd,member,41.802591987003794,-87.59037923249684,3164
Bissell St & Armitage Ave*,casual,41.91836296431883,-87.6521723851572,3149
Ashland Ave & Wrightwood Ave,member,41.92882813517033,-87.6685277059376,3141
Halsted St & Maxwell St,casual,41.864871637004164,-87.64706810534445,3121
Michigan Ave & 18th St,casual,41.857829540719564,-87.62455217532927,3113
Ravenswood Ave & Berteau Ave,member,41.957917271257635,-87.67357277288518,3109
Lincoln Ave & Waveland Ave,member,41.94874642052581,-87.67525363610001,3100
Ogden Ave & Congress Pkwy,member,41.875007813303114,-87.67325086976037,3088
Morgan St & 18th St,member,41.8581067141024,-87.65112002143228,3086
Damen Ave & Foster Ave,member,41.975601724345005,-87.67946252564202,3084
Wentworth Ave & 33rd St,member,41.83456267986337,-87.63182787735198,3074
Wabash Ave & 16th St,casual,41.860403516787464,-87.62580462658178,3063
Ashland Ave & 13th St,member,41.86522359225181,-87.66652416267915,3042
Orleans St & Chestnut St (NEXT Apts),casual,41.89815096802176,-87.63754230296077,3033
Sedgwick St & Schiller St,member,41.90762466161653,-87.63853501972892,3025
Sheffield Ave & Willow St,casual,41.91372185217319,-87.65284884132382,3014
Paulina St & 18th St,member,41.8579263833278,-87.66869004412487,3011
Southport Ave & Clybourn Ave,casual,41.92077037014367,-87.66373355359171,2993
Southport Ave & Irving Park Rd,casual,41.95411947707342,-87.66430293200469,2983
Wentworth Ave & Cermak Rd,member,41.853146758459204,-87.63191235961227,2966
Green St & Washington Blvd,casual,41.883194253387316,-87.64874967232456,2964
Lincoln Ave & Belmont Ave (Temp),member,41.93947087638889,-87.67108681472223,2952
Lincoln Ave & Melrose St,member,41.94059562631989,-87.66948899241952,2951
Franklin St & Adams St (Temp),casual,41.87927742753485,-87.63551845791228,2941
Clark St & Bryn Mawr Ave,casual,41.98357777477683,-87.66916487499489,2935
Sheridan Rd & Noyes St (NU),casual,42.058236296898436,-87.67745612481936,2934
Ogden Ave & Race Ave,casual,41.89178816017088,-87.6587979743028,2926
Delano Ct & Roosevelt Rd,casual,41.867500266147765,-87.63218880743986,2910
Morgan St & 31st St,member,41.83782364345341,-87.65114835310703,2887
Dearborn St & Adams St,casual,41.879237244897396,-87.62975029245565,2875
State St & Pearson St,casual,41.897437160629806,-87.62876100897131,2858
Shields Ave & 28th Pl,member,41.842771207071806,-87.63549135914536,2855
Sheridan Rd & Argyle St,casual,41.97329683645489,-87.6547166188382,2849
Aberdeen St & Monroe St,casual,41.88045523680844,-87.65555530039367,2845
Damen Ave & Clybourn Ave,member,41.93191509209261,-87.67781729753978,2829
Halsted St & Polk St,casual,41.871824735921194,-87.64663406114661,2817
Western Ave & Congress Pkwy,member,41.8746894034849,-87.68639303695204,2815
Larrabee St & Armitage Ave,casual,41.91808966193675,-87.64375698100923,2814
Loomis St & Lexington St,casual,41.87221938509811,-87.66136446245095,2803
Paulina Ave & North Ave,casual,41.910127670531224,-87.67003843896626,2786
Fort Dearborn Dr & 31st St,member,41.83855656533046,-87.60826957558908,2784
Buckingham Fountain (Temp),casual,41.869457804744606,-87.62359807868346,2780
Eckhart Park,casual,41.8963910606426,-87.66100566600362,2770
Marine Dr & Ainslie St,casual,41.97160227791018,-87.65016074538211,2761
Ashland Ave & Blackhawk St,casual,41.90705887525837,-87.66724090764556,2748
Ashland Ave & Grace St,casual,41.95064981186336,-87.66868085666424,2737
Damen Ave & Thomas St (Augusta Blvd),casual,41.90131746001832,-87.67741118046904,2729
Sheridan Rd & Loyola Ave,member,42.001093100311586,-87.66124034905059,2728
Leavitt St & North Ave,casual,41.91031191678283,-87.68236551217169,2726
Clark St & Montrose Ave,casual,41.961556413659075,-87.66614620335416,2722
Jefferson St & Monroe St,casual,41.88034452373574,-87.64273831691203,2717
Wood St & Hubbard St,member,41.889905774041296,-87.67145285800885,2712
Financial Pl & Ida B Wells Dr,casual,41.87501949679823,-87.6330983752158,2711
Morgan St & Polk St,casual,41.871908808960804,-87.6510377337648,2704
Racine Ave & Wrightwood Ave,casual,41.92889734997408,-87.65898195994073,2700
California Ave & North Ave,member,41.91042652892804,-87.69749656504821,2696
Halsted St & 18th St,member,41.85754663511359,-87.64602562511732,2685
Hampden Ct & Diversey Ave,member,41.93157430942013,-87.641695357789,2673
Broadway & Granville Ave,casual,41.994777957134744,-87.66028202978048,2642
Clark St & Lunt Ave,member,42.00903673387036,-87.674195468768,2638
Broadway & Argyle St,casual,41.97372317019347,-87.65979081905539,2636
Damen Ave & Division St,casual,41.90322601518589,-87.67843453422,2609
California Ave & Cortez St,casual,41.900362087906444,-87.69673874782592,2608
Morgan St & Lake St*,casual,41.885508384217005,-87.65231201516737,2599
Orleans St & Hubbard St,casual,41.88996450365741,-87.6366412310108,2592
Wentworth Ave & Cermak Rd,casual,41.85309862598294,-87.63189987536255,2579
Sangamon St & Washington Blvd,casual,41.883063530249025,-87.65110636007392,2570
California Ave & Altgeld St,member,41.926645338151324,-87.69770144301872,2564
Ashland Ave & Lake St,casual,41.885926441875,-87.66717566145313,2560
Rockwell St & Eastwood Ave,member,41.965868838591,-87.69364565612133,2555
Benson Ave & Church St,casual,42.048219697175874,-87.68347609466902,2553
California Ave & Francis Pl,member,41.918549307429466,-87.69741324553684,2552
Larrabee St & North Ave,casual,41.91012836174666,-87.64347400904013,2542
Broadway & Thorndale Ave,casual,41.98974576583202,-87.6601360241601,2536
Seeley Ave & Roscoe St,casual,41.94337273395505,-87.67967062070979,2536
Wacker Dr & Washington St,casual,41.88317618923381,-87.63731898380726,2532
Walsh Park,casual,41.91457578272045,-87.66796053116647,2529
Damen Ave & Sunnyside Ave,member,41.96324505826535,-87.679278970459407,2525
Western Ave & Walton St,casual,41.898427522260626,-87.68657782849026,2517
Lake Park Ave & 56th St,casual,41.79326330813917,-87.58780112535189,2515
Greenview Ave & Diversey Pkwy,casual,41.93261979186353,-87.66596377071428,2506
McCormick Place,member,41.851432378890216,-87.61888071935728,2505
Indiana Ave & 26th St,member,41.845757567648235,-87.6225342628806,2496
Winchester Ave & Elston Ave,member,41.92410233231849,-87.67646735379061,2493
Leavitt St & Belmont Ave,member,41.93934355405145,-87.68325622718248,2488
Western Ave & Leland Ave,casual,41.966358389149534,-87.68865702040306,2481
Emerald Ave & 28th St,member,41.8435811899796,-87.64539699376174,2451
Clark St & Ida B Wells Dr,casual,41.875965396273465,-87.63068083650204,2450
LaSalle St & Washington St,casual,41.88269189664075,-87.63251321455401,2444
California Ave & Division St,member,41.90303312378943,-87.69750397371159,2441
Lincoln Ave & Addison St,member,41.94617022422888,-87.67330446280558,2438
Cannon Dr & Fullerton Ave,member,41.92671854698478,-87.63444862457835,2431
Damen Ave & Melrose Ave,member,41.94057742039918,-87.67854577001235,2430
Milwaukee Ave & Rockwell St,member,41.92022802240718,-87.69266337898623,2397
N Green St & W Lake St,casual,41.88719560344091,-87.64899403538558,2386
Western Ave & Roscoe St,member,41.9430329335,-87.68729620168908,2380
Cornell Ave & Hyde Park Blvd,casual,41.80242819752842,-87.58693034077052,2375
Fort Dearborn Dr & 31st St,casual,41.83854096131845,-87.60825963990311,2374
Lake Park Ave & 53rd St,casual,41.799521733097755,-87.58642749125265,2363
Chicago Ave & Sheridan Rd,member,42.050487748462515,-87.67781995146548,2361
Clark St & Elmdale Ave,member,41.9908564092112,-87.66969862050466,2358
Humboldt Blvd & Armitage Ave,casual,41.917519624860056,-87.70181571325276,2358
Western Ave & Division St,casual,41.90290171228511,-87.68732582740425,2350
Southport Ave & Clark St,member,41.95708919334188,-87.66419990378633,2340
Damen Ave & Leland Ave,casual,41.96710163314237,-87.67906258900385,2339
Dearborn St & Van Buren St,casual,41.876259615165026,-87.62921855491642,2333
Lake Park Ave & 35th St,member,41.831268793357665,-87.60880307157578,2329
Halsted St & 35th St,member,41.830670672281904,-87.64714651944993,2327
Clinton St & Roosevelt Rd,casual,41.86713767048151,-87.64107010405417,2326
Damen Ave & Charleston St,casual,41.92006643002175,-87.67791107736842,2299
Winthrop Ave & Lawrence Ave,casual,41.96880070359722,-87.6576336667029,2299
Broadway & Berwyn Ave,casual,41.97835142875109,-87.65976528143231,2290
Wolcott (Ravenswood) Ave & Montrose Ave,casual,41.96143568823144,-87.67622705886026,2290
Elizabeth St & Randolph St,casual,41.88357011255824,-87.65912276388572,2275
Talman Ave & Addison St,member,41.94664105334364,-87.69461861172702,2264
Clarendon Ave & Leland Ave,casual,41.96795451537168,-87.65002011877434,2260
Ashland Ave & Wellington Ave,casual,41.936094654326965,-87.66985481328298,2251
Clark St & Schreiber Ave,member,41.99951853126061,-87.67081870485472,2237
Green St & Randolph St*,casual,41.883689360617446,-87.6485395449038,2235
Richmond St & Diversey Ave,member,41.931920740837064,-87.70123345626232,2234
Field Museum,member,41.86534199771749,-87.61794977560987,2230
Racine Ave & 15th St,member,41.86132878791085,-87.65653919992346,2221
Canal St & Harrison St,member,41.874249171027024,-87.63957517334684,2220
May St & Taylor St,casual,41.86947771776119,-87.65552355892808,2211
Racine Ave & 18th St,casual,41.858194169741964,-87.65647193826166,2209
Fairbanks St & Superior St,casual,41.89576245365332,-87.62014098538671,2198
Calumet Ave & 21st St,casual,41.854157202832425,-87.61915521820127,2196
St. Louis Ave & Fullerton Ave,member,41.92483021708046,-87.71450215477242,2175
Clark St & 9th St (AMLI),casual,41.87081312178341,-87.6311954518894,2170
California Ave & Montrose Ave,member,41.961046796324545,-87.69542141722145,2163
Ashland Ave & Wrightwood Ave,casual,41.9288150367037,-87.66853802577778,2160
Milwaukee Ave & Fullerton Ave,member,41.922863346280685,-87.70036870865678,2159
Sheridan Rd & Columbia Ave,member,42.00456634486098,-87.66144755153383,2158
Chicago Ave & Sheridan Rd,casual,42.0504861833256,-87.67781718211039,2156
Ellis Ave & 58th St,casual,41.788719712597405,-87.60129413140538,2156
Wells St & Institute Pl,casual,41.89742825570037,-87.63442803289425,2156
Campbell Ave & North Ave,casual,41.91053555519517,-87.689564461408,2152
Claremont Ave & Hirsch St,member,41.90776283226152,-87.6858535221638,2149
Broadway & Ridge Ave,casual,41.98404250597196,-87.66030106989253,2140
Kedzie Ave & Palmer Ct,member,41.92151426075223,-87.70727674923836,2127
Lincoln Ave & Sunnyside Ave,casual,41.96297607923588,-87.6848651261177,2107
Damen Ave & Wellington Ave,casual,41.93586541182336,-87.67841118790598,2106
Greenview Ave & Jarvis Ave,member,42.01596903726496,-87.66859061769706,2106
Sheridan Rd & Loyola Ave,casual,42.00108819959924,-87.66123803175573,2096
W Armitage Ave & N Sheffield Ave,member,41.91878987182646,-87.65193409264143,2086
Canal St & Taylor St,casual,41.87020986984089,-87.63947635862584,2074
Sheridan Rd & Lawrence Ave,casual,41.969490334782826,-87.65470599657881,2049
N Carpenter St & W Lake St,member,41.88755184271569,-87.65173613320098,2040
Wood St & Webster Ave,member,41.92104540043222,-87.67280514378683,2036
Wood St & Chicago Ave,casual,41.895620125860376,-87.67210601976402,2034
Calumet Ave & 21st St,member,41.85416427967407,-87.61917301878024,2025
Ada St & Washington Blvd,casual,41.88283233455853,-87.66120225747024,2016
Spaulding Ave & Armitage Ave,casual,41.91710998271642,-87.71024608836318,2010
Leavitt St & Chicago Ave,casual,41.89547367565088,-87.68196336975062,2005
Leavitt St & Armitage Ave,casual,41.91778405929465,-87.68244481468234,1999
Campbell Ave & Montrose Ave,member,41.961541628838255,-87.69117912205809,1997
Ogden Ave & Roosevelt Rd,member,41.8665052881115,-87.68461234074837,1991
Clinton St & 18th St,member,41.85793924824597,-87.64083765547883,1984
Halsted St & Roosevelt Rd,casual,41.867361736364096,-87.64863571613716,1983
Wabash Ave & Cermak Rd,member,41.85261694357035,-87.62652866057992,1983
Leavitt St & Lawrence Ave,member,41.968837831055026,-87.6840006630742,1981
Logan Blvd & Elston Ave,casual,41.92945294378979,-87.6841667768671,1979
Ashland Ave & Belle Plaine Ave,member,41.956077826729306,-87.66884517603351,1969
Albany Ave & Bloomingdale Ave,casual,41.914008952012225,-87.70513978043302,1963
W Oakdale Ave & N Broadway,member,41.93707964017356,-87.64268551423176,1959
Morgan St & 18th St,casual,41.85809252890138,-87.65108295332652,1957
Leavitt St & Belmont Ave,casual,41.93933977461381,-87.6832546456931,1955
Leavitt St & Addison St,member,41.94659584502055,-87.68333580977904,1946
Sedgwick St & Schiller St,casual,41.907621484683155,-87.63852378931993,1941
Lincoln Ave & Roscoe St*,casual,41.94333676591237,-87.67073795619588,1940
Museum of Science and Industry,member,41.79178392239524,-87.58397170109156,1933
Halsted St & Archer Ave,member,41.84721447622993,-87.64684540125842,1931
Ashland Ave & Chicago Ave,casual,41.89594420742605,-87.66771453741048,1927
Lincoln Ave & Byron St,member,41.95206655043184,-87.67759328151925,1922
Milwaukee Ave & Rockwell St,casual,41.920206958839145,-87.6926325766788,1921
Wood St & Augusta Blvd,casual,41.899162535742676,-87.67216960610355,1912
Western Ave & Monroe St,member,41.879812393139716,-87.68607691047619,1911
Ashland Ave & Augusta Blvd,casual,41.899630194976375,-87.66806145328609,1905
Greenwood Ave & 47th St,member,41.80981637521008,-87.59934766905988,1904
Blue Island Ave & 18th St,casual,41.85749133750396,-87.6615867392665,1895
Campbell Ave & Fullerton Ave,member,41.924122883116404,-87.68824461434392,1890
Washtenaw Ave & Lawrence Ave,member,41.968914117638214,-87.69610851175523,1863
Damen Ave & Foster Ave,casual,41.97562956145327,-87.67946180072933,1851
Hoyne Ave & Balmoral Ave,member,41.97988031977814,-87.68194598773269,1848
Damen Ave & Clybourn Ave,casual,41.93191453731083,-87.67781217011976,1837
Kimball Ave & Belmont Ave,member,41.93939336831791,-87.71206187832335,1837
Damen Ave & Grand Ave,casual,41.892449485676856,-87.67691868643558,1832
Larrabee St & Oak St,casual,41.900233128775284,-87.64298958295244,1829
Lincoln Ave & Belle Plaine Ave,casual,41.956014381580964,-87.68024475899344,1828
Noble St & Milwaukee Ave,casual,41.900691369480306,-87.66259610174508,1828
Wentworth Ave & Cermak Rd*,member,41.853209936034105,-87.63186118817931,1818
Milwaukee Ave & Fullerton Ave,casual,41.923219738876035,-87.70041248152066,1815
Fort Dearborn Dr & 31st St*,member,41.83865565142146,-87.60871314255532,1808
Kedzie Ave & Palmer Ct,casual,41.921518471915604,-87.70732306638534,1801
University Library (NU),member,42.05293927385388,-87.67340995519241,1793
Laflin St & Cullerton St,member,41.854896074838166,-87.66363336625558,1792
Leavitt St & Division St,casual,41.90300275599664,-87.68378090287794,1786
Central Park Ave & Elbridge Ave,member,41.9353492791475,-87.71685817429614,1783
Damen Ave & Walnut (Lake) St,member,41.885953090219964,-87.6770192725832,1773
Orleans St & Elm St,casual,41.90289651401468,-87.63771666569734,1771
Buckingham Fountain (Temp),member,41.868619422246745,-87.62397269583475,1767
Clark St & Columbia Ave,member,42.00445337186431,-87.67239961516533,1754
LaSalle St & Adams St,casual,41.879398136523236,-87.63195166549627,1743
California Ave & Fletcher St,member,41.938438603135786,-87.69799705952244,1738
Damen Ave & Madison St,member,41.88145657971676,-87.67490780378613,1730
Ravenswood Ave & Irving Park Rd,casual,41.95462183212297,-87.673938379767975,1724
Damen Ave & Wabansia Ave,member,41.91190060425334,-87.67777660191749,1721
Ashland Ave & Grand Ave,casual,41.89108001656977,-87.66666267983722,1720
California Ave & Division St,casual,41.90302569172093,-87.69750308260465,1720
Blackstone Ave & 59th St,member,41.787948426385334,-87.59050045441211,1718
Ellis Ave & 53rd St,casual,41.799353311095324,-87.60096985233865,1689
Elston Ave & Wabansia Ave,member,41.91289092782196,-87.66414561950148,1685
State St & 19th St,member,41.85658177303031,-87.62754589576352,1683
Elizabeth St & Fulton St,casual,41.886702745062465,-87.65961156479477,1681
Halsted St & 21st St,member,41.8537927731123,-87.64658734747312,1674
Oakley Ave & Irving Park Rd,member,41.954317194940266,-87.68607970283752,1674
Stave St & Armitage Ave,casual,41.917730215222086,-87.69143843052821,1666
Clark St & Lunt Ave,casual,42.00897417268765,-87.67417589975787,1652
Paulina St & Howard St,member,42.0191522787265,-87.67356538494239,1649
California Ave & North Ave,casual,41.910437638397084,-87.6973772153977,1647
Lincoln Ave & Winona St,member,41.974911485143906,-87.69261328179424,1633
MLK Jr Dr & 29th St,casual,41.84209177358723,-87.61698661987101,1628
California Ave & Francis Pl,casual,41.91853167596675,-87.69744691426108,1624
Damen Ave & Cullerton St,member,41.85497261387931,-87.67566007189039,1624
Chicago Ave & Washington St,member,42.03256478924691,-87.6791526906605,1620
Clybourn Ave & Division St,casual,41.904596344928876,-87.64057109926406,1617
Clinton St & Tilden St,casual,41.87587384557549,-87.64075241788366,1616
Wilton Ave & Diversey Pkwy*,member,41.932424596210524,-87.65271340647058,1615
Racine Ave & Randolph St,casual,41.884078270565915,-87.65688662534204,1608
Halsted St & North Branch St,member,41.899374352033895,-87.64851985558066,1593
Southport Ave & Clark St,casual,41.95709333835746,-87.66420076052863,1589
Troy St & Elston Ave,member,41.94523031233249,-87.70664485962706,1582
Hampden Ct & Diversey Ave,casual,41.93174511520279,-87.64188418155894,1578
Fort Dearborn Dr & 31st St*,casual,41.83861978242212,-87.60864075384616,1573
May St & Cullerton St,member,41.85522655193897,-87.65416848894469,1573
Wentworth Ave & Cermak Rd*,casual,41.85319971981541,-87.63185552980268,1571
Kosciuszko Park,member,41.93055790126356,-87.72381367300575,1567
Wood St & Hubbard St,casual,41.889879153623006,-87.6714989146262,1565
Lincoln Ave & Belmont Ave (Temp),casual,41.93948380568211,-87.67108390366795,1554
Racine Ave & Congress Pkwy,casual,41.874638648886744,-87.65703584223938,1554
California Ave & Byron St,member,41.952161707988395,-87.69806126143779,1551
Artesian Ave & Hubbard St,casual,41.88958598164516,-87.68818032357419,1550
Racine Ave & Washington Blvd,casual,41.883072059929034,-87.65700364900646,1550
Larrabee St & Menomonee St,casual,41.91469136263261,-87.64333513196463,1527
Troy St & North Ave,member,41.90980343395547,-87.705284128389,1527
Blackstone Ave & Hyde Park Blvd,casual,41.802564687880576,-87.59034937433726,1524
Central Park Ave & Bloomingdale Ave,member,41.91416286682058,-87.71676457069921,1516
Avers Ave & Belmont Ave,member,41.939407636122176,-87.7235711235923,1506
Lincoln Ave & Addison St,casual,41.94618490794255,-87.67330547366066,1497
State St & 33rd St,casual,41.834737470086836,-87.62583387379425,1497
Avondale Ave & Irving Park Rd,member,41.9534027438369,-87.73198730941844,1496
Bernard St & Elston Ave,member,41.94992820544541,-87.71396231073007,1493
Damen Ave & Melrose Ave,casual,41.940541965704696,-87.67855547431543,1490
Paulina St & Montrose Ave,casual,41.96150746911486,-87.67141691994594,1480
Manor Ave & Leland Ave,member,41.965876571323825,-87.70082740418194,1473
Wallace St & 35th St,member,41.83067581792658,-87.64127491225017,1471
Racine Ave & 35th St,member,41.83065853735836,-87.6561891786075,1465
Lincoln Ave & Waveland Ave,casual,41.948775579487354,-87.67523710435407,1463
Wabash Ave & Cermak Rd,casual,41.85261681392197,-87.62652556647501,1461
Wentworth Ave & 35th St,member,41.83078400456477,-87.63250206522275,1459
Troy St & North Ave,casual,41.90980110941949,-87.70532265147892,1447
Glenwood Ave & Morse Ave,casual,42.00796388780708,-87.66547172065232,1441
W Oakdale Ave & N Broadway,casual,41.93688425859145,-87.64286507528381,1427
Throop St & Taylor St,casual,41.868888905007026,-87.65913103417135,1424
Halsted St & 18th St,casual,41.85760036360818,-87.64602755066244,1419
Campbell Ave & Fullerton Ave,casual,41.92411664170213,-87.68836469859575,1410
Francisco Ave & Foster Ave,member,41.97564805624734,-87.70142395989339,1407
California Ave & Altgeld St,casual,41.9266746868117,-87.69770946432952,1402
Paulina St & 18th St,casual,41.857894636276214,-87.66871398030369,1383
Damen Ave & Sunnyside Ave,casual,41.96325551482182,-87.67927454639273,1375
Loomis St & Jackson Blvd,casual,41.87793918743272,-87.66200990739637,1375
Greenview Ave & Jarvis Ave,casual,42.0159717704519,-87.66859861049562,1372
Wolcott Ave & Polk St,casual,41.87128776710219,-87.67369522837227,1370
